Kode,12M 2006,12M 2007,12M 2008,12M 2009,12M 2010,12M 2011,12M 2012,12M 2013,12M 2014,12M 2015,12M 2016,12M 2017,12M 2018,12M 2019,12M 2020,12M 2021,12M 2022,12M 2023,12M 2024
AGAR,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
IFSH,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
REAL,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
IFII,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
PMJS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
UCID,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
GLVA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
PGJO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
AMAR,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CSRA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
INDO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
AMOR,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False
TRIN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
DMND,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PURA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PTPW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
TAMA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
IKAN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
AYLS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
DADA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
ASPI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ESTA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
BESS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CSMI,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
BBSS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BHAT,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CASH,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
TECH,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
EPAC,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
UANG,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PGUN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SOFA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PPGL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
TOYS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
SGER,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
TRJA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PNGO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SCNP,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BBSI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
KMDS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PURI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SOHO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
HOMI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ROCK,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ENZO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PLAN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PTDU,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
ATAP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VICI,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
PMMP,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False
WIFI,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
FAPA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
DCII,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
KETR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
DGNS,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
UFOE,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
BANK,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
WMUU,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
EDGE,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
UNIQ,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BEBS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False
SNLK,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
ZYRX,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
LFLO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
FIMP,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
TAPG,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
NPGF,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
LUCY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ADCP,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
HOPE,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
MGLV,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False
TRUE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LABA,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
ARCI,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
IPAC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MASB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BMHS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
FLMC,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
NICL,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
UVCR,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BUKA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
HAIS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OILS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
GPSO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
MCOL,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
RSGK,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
RUNS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SBMA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
CMNT,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
GTSI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IDEA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
KUAS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
BOBA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
MTEL,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
DEPO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
BINO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
CMRY,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
WGSH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TAYS,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
WMPP,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False
RMKE,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
OBMD,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
AVIA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
IPPE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
NASI,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
BSML,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
DRMA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
ADMR,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
SEMA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
ASLC,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
NETV,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
BAUT,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
ENAK,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
NTBK,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
SMKM,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
STAA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NANO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
BIKE,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
WIRG,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
SICO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
GOTO,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
TLDN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MTMH,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
WINR,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
IBOS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OLIV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ASHA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SWID,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
TRGU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARKO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CHEM,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
DEWI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
AXIO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
KRYA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
HATM,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
RCCC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GULA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
JARR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
AMMS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
BUAH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CRAB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MEDS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
COAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRAY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CBUT,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BELI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
MKTR,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
OMED,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BSBK,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PDPP,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
KDTN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ZATA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
NINE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MMIX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PADA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
ISAP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VTNY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
SOUL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
ELIT,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BEER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
CBPE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SUNI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CBRE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
WINE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
BMBL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PEVE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
LAJU,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
FWCT,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
NAYZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IRSX,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PACK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VAST,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CHIP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HALO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
KING,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
PGEO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
FUTR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HILL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
BDKR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
PTMP,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SAGE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
TRON,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CUAN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
NSSS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
GTRA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HAJJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PIPA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
NCKL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MENN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AWAN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
MBMA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
RAAM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
DOOH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
JATI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
TYRE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MPXL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SMIL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
KLAS,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
MAXI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
VKTR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
RELF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
AMMN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CRSN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GRPM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
WIDI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
TGUK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
INET,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAHA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RMKO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNMA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
FOLK,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
HBAT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
GRIA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PPRI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ERAL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYBR,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
MUTU,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
LMAX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HUMI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSIE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
RSCH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BABY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AEGS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
IOTF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KOCI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTPS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BREN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STRK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KOKA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LOPI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
UDNG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
RGAS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSTI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IKPM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AYAM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SURI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ASLI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False
CGAS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NICE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSJA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SMLE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACRO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MANG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
GRPH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SMGA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UNTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TOSK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MPIX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALII,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MKAP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MEJA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
LIVE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
HYGN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BAIK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VISI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AREA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MHKI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATLA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DATA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOLA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BATR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SPRE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
PART,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
GOLF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
ISEA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
BLES,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
GUNA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
LABS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
DOSS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
NEST,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
PTMR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
VERN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
DAAZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
BOAT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
NAIK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
AADI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MDIY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
KSIX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
RATU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
YOII,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGII,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
BRRC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
DGWG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
CBDK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
OBAT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MINE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
KAQI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
YUPI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
FORE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
MDLA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
DKHH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
SOSS,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
DEAL,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False
POLA,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
DIVA,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
LUCK,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
URBN,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False
SOTS,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
AMAN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CARE,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
SAMF,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
SBAT,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False
KBAG,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CBMF,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
RONY,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
RAFI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
KKES,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
ELPI,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
EURO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KLIN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TOOL,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
